City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Tabou,CI,2022-06-11 18:59:31,4.423,-7.3528,75.79,90,100,6.6
382,Merauke,ID,2022-06-11 18:59:32,-8.4667,140.3333,76.3,92,99,12.57
383,Luan,CH,2022-06-11 18:59:32,46.3592,6.9759,70.43,74,0,1.39
384,Fergus Falls,US,2022-06-11 18:55:35,46.283,-96.0776,77.18,63,40,6.91
385,Okahandja,NA,2022-06-11 18:59:33,-21.9833,16.9167,59.49,34,0,11.16
386,Ixtapa,MX,2022-06-11 18:59:33,20.7,-105.2,93.29,50,20,7.72
387,Duzce,TR,2022-06-11 18:59:33,40.8389,31.1639,64.4,93,91,4.18
388,Muros,ES,2022-06-11 18:54:42,42.7762,-9.0603,75.69,74,9,16.6
389,Maralal,KE,2022-06-11 18:59:34,1.0968,36.698,63.61,62,86,11.99
390,Vanavara,RU,2022-06-11 18:59:34,60.34,102.2797,46.81,72,59,4.76
391,Clovis,US,2022-06-11 18:59:34,36.8252,-119.7029,97.84,32,3,1.99
392,Kungurtug,RU,2022-06-11 18:59:35,50.5994,97.5228,48.52,51,0,1.7
393,Praia Da Vitoria,PT,2022-06-11 18:59:35,38.7333,-27.0667,62.76,94,75,6.11
394,Biloela,AU,2022-06-11 18:59:35,-24.4167,150.5,44.08,79,100,5.77
395,Dublin,US,2022-06-11 18:56:38,37.7021,-121.9358,97.25,38,0,7.0
396,Bela Cruz,BR,2022-06-11 18:59:36,-3.0506,-40.1678,81.84,78,12,8.68
397,Nabire,ID,2022-06-11 18:59:36,-3.3667,135.4833,75.02,91,23,3.0
398,Bathsheba,BB,2022-06-11 18:59:37,13.2167,-59.5167,86.61,66,20,24.16
399,Emerald,AU,2022-06-11 18:59:37,-23.5333,148.1667,48.34,73,100,8.7
400,Tiksi,RU,2022-06-11 18:55:20,71.6872,128.8694,37.87,76,94,7.18
401,Kathu,TH,2022-06-11 18:59:38,7.9178,98.3332,83.75,83,100,8.72
402,Clyde River,CA,2022-06-11 18:59:38,70.4692,-68.5914,34.03,86,100,14.97
403,Bilibino,RU,2022-06-11 18:56:03,68.0546,166.4372,56.89,33,22,6.64
404,Da Nang,VN,2022-06-11 18:56:54,16.0678,108.2208,78.78,89,20,3.44
405,Klaksvik,FO,2022-06-11 18:59:39,62.2266,-6.589,52.72,94,64,10.71
406,North Myrtle Beach,US,2022-06-11 18:57:02,33.816,-78.68,86.29,78,100,3.0
407,Coos Bay,US,2022-06-11 18:55:18,43.3665,-124.2179,65.32,100,100,5.75
408,Garoua,CM,2022-06-11 18:59:39,9.3,13.4,88.21,44,8,3.78
409,Vestmannaeyjar,IS,2022-06-11 18:59:40,63.4427,-20.2734,51.37,80,100,23.0
410,Sayat,TM,2022-06-11 18:59:40,38.7839,63.8803,75.07,31,27,10.58
411,Maihar,IN,2022-06-11 18:59:40,24.2667,80.75,94.28,28,50,8.86
412,Kaseda,JP,2022-06-11 18:59:41,31.4167,130.3167,68.02,87,84,5.41
413,Beohari,IN,2022-06-11 19:00:41,24.05,81.3833,93.29,30,57,9.48
414,Polovinnoye,RU,2022-06-11 19:00:42,54.7914,65.9864,54.99,96,99,8.68
415,Pasni,PK,2022-06-11 19:00:42,25.2631,63.471,83.52,76,94,10.11
416,Road Town,VG,2022-06-11 19:00:22,18.4167,-64.6167,81.93,78,48,20.13
417,Sarangani,PH,2022-06-11 19:00:42,5.4033,125.4636,83.79,71,94,11.25
418,Callaway,US,2022-06-11 19:00:43,30.153,-85.5699,88.97,67,6,3.0
419,Mongo,TD,2022-06-11 19:00:43,12.1844,18.693,93.96,30,86,7.16
420,Bontang,ID,2022-06-11 19:00:44,0.1333,117.5,77.22,89,98,4.54
421,Rocha,UY,2022-06-11 19:00:44,-34.4833,-54.3333,50.2,70,49,17.22
422,Dillon,US,2022-06-11 19:00:45,34.4166,-79.3712,89.26,42,78,6.31
423,Talnakh,RU,2022-06-11 19:00:46,69.4865,88.3972,54.66,51,98,7.52
424,Pandan,PH,2022-06-11 19:00:46,14.0453,124.1694,79.02,87,24,6.46
425,Udachnyy,RU,2022-06-11 19:00:47,66.4167,112.4,47.39,75,38,9.48
426,Vanimo,PG,2022-06-11 19:00:47,-2.6741,141.3028,76.51,90,64,3.67
427,Mandan,US,2022-06-11 19:00:48,46.8267,-100.8896,83.37,34,0,5.99
428,Goundam,ML,2022-06-11 19:00:48,16.4145,-3.6708,102.2,16,7,11.48
429,Constitucion,CL,2022-06-11 18:56:32,-35.3333,-72.4167,60.3,45,11,3.06
430,Southbridge,US,2022-06-11 19:00:49,42.0751,-72.0334,76.24,57,100,1.01
431,Aktash,RU,2022-06-11 19:00:49,50.3,87.7333,48.31,68,18,2.1
432,Tomatlan,MX,2022-06-11 19:00:50,19.9333,-105.25,94.3,44,31,12.59
433,Gasa,PS,2022-06-11 18:57:22,31.5,34.4667,82.89,38,0,9.4
434,Shamary,RU,2022-06-11 19:00:50,57.3434,58.2199,51.19,93,100,10.69
435,Sembakung,ID,2022-06-11 19:00:51,3.8167,117.25,72.52,99,63,1.86
436,Kanigoro,ID,2022-06-11 19:00:51,-8.13,112.219,72.68,95,98,3.13
437,Chifeng,CN,2022-06-11 19:00:23,42.2683,118.9636,63.25,78,100,5.12
438,Pelym,RU,2022-06-11 19:00:52,61.0108,61.9978,56.68,88,100,8.12
439,Moerai,PF,2022-06-11 18:56:25,-22.4333,-151.3333,74.59,64,86,18.7
440,Karratha,AU,2022-06-11 19:00:52,-20.7377,116.8463,72.64,79,0,8.34
441,Ust-Kut,RU,2022-06-11 19:00:53,56.7938,105.7672,55.58,60,100,2.77
442,Guadalupe Y Calvo,MX,2022-06-11 19:00:53,26.1,-106.9667,78.76,34,81,4.27
443,Nelson Bay,AU,2022-06-11 19:00:54,-32.7167,152.15,51.1,62,0,4.0
444,Pereira Barreto,BR,2022-06-11 19:00:54,-20.6383,-51.1092,74.07,50,100,7.74
445,Isiro,CD,2022-06-11 19:00:54,2.7739,27.616,68.38,83,79,1.63
446,Sokna,NO,2022-06-11 19:00:55,60.24,9.9235,58.91,56,18,9.04
447,Barra Do Garcas,BR,2022-06-11 19:00:55,-15.89,-52.2567,87.01,32,100,0.58
448,Yashkul,RU,2022-06-11 19:00:56,46.1711,45.3435,80.92,22,41,6.46
449,Faya,SA,2022-06-11 18:58:20,18.3851,42.4509,77.52,38,0,3.98
450,Sao Miguel Do Araguaia,BR,2022-06-11 19:00:28,-13.275,-50.1628,91.18,26,91,1.32
451,Windsor,CA,2022-06-11 18:56:27,42.3001,-83.0165,80.94,50,20,16.11
452,Mantua,IT,2022-06-11 19:00:56,45.1667,10.7833,85.24,58,0,6.33
453,Gimli,CA,2022-06-11 19:00:57,50.6336,-96.9907,66.06,58,100,3.06
454,Nizwa,OM,2022-06-11 19:00:57,22.9333,57.5333,92.86,18,0,2.55
455,Hong Gai,VN,2022-06-11 19:00:58,20.956,107.0946,82.31,92,100,1.66
456,Cidreira,BR,2022-06-11 19:00:58,-30.1811,-50.2056,53.13,57,6,18.05
457,Williams Lake,CA,2022-06-11 19:00:58,52.1415,-122.1445,68.38,31,12,4.29
458,Bahadurganj,IN,2022-06-11 19:01:59,26.2667,87.8167,79.54,89,78,9.46
459,Port Pirie,AU,2022-06-11 19:01:59,-33.1833,138.0167,47.44,89,17,5.3
460,Darhan,MN,2022-06-11 19:02:00,49.4867,105.9228,53.2,80,93,4.52
461,Zonguldak,TR,2022-06-11 19:02:00,41.25,31.8333,58.51,94,100,5.28
462,Fredericton,CA,2022-06-11 19:02:00,45.9454,-66.6656,76.01,41,100,5.08
463,Hajnowka,PL,2022-06-11 18:58:06,52.7433,23.5812,60.01,83,0,5.66
464,Cabedelo,BR,2022-06-11 19:02:03,-6.9811,-34.8339,80.53,76,17,6.13
465,Tazovskiy,RU,2022-06-11 19:02:03,67.4667,78.7,58.55,64,100,11.43
466,Murakami,JP,2022-06-11 19:02:04,38.2333,139.4833,60.37,94,100,1.88
467,Port Macquarie,AU,2022-06-11 19:02:04,-31.4333,152.9167,44.33,74,0,6.73
468,Acajutla,SV,2022-06-11 19:02:05,13.5928,-89.8275,83.88,72,100,5.19
469,Kichera,RU,2022-06-11 19:02:05,55.9375,110.0997,53.04,70,58,1.1
470,Saint George,US,2022-06-11 19:00:18,37.1041,-113.5841,104.79,11,0,10.0
471,Birnin Kebbi,NG,2022-06-11 19:02:06,12.4539,4.1975,91.65,36,11,8.9
472,Mathbaria,BD,2022-06-11 19:02:06,22.2876,89.9593,83.1,87,15,8.88
473,Gallup,US,2022-06-11 19:00:41,35.5281,-108.7426,90.36,15,100,4.0
474,Rehoboth,NA,2022-06-11 18:59:35,-23.3167,17.0833,57.78,33,0,7.63
475,Atambua,ID,2022-06-11 19:02:07,-9.1061,124.8925,69.53,83,100,6.67
476,Yenagoa,NG,2022-06-11 19:02:07,4.9247,6.2642,73.11,97,100,3.36
477,Santa Cruz,BO,2022-06-11 19:00:03,-17.8,-63.1667,71.69,34,100,12.1
478,Iwanai,JP,2022-06-11 19:00:14,42.9744,140.5089,53.65,88,87,1.83
479,Pacifica,US,2022-06-11 19:00:44,37.6138,-122.4869,91.24,66,20,16.11
480,Carballo,ES,2022-06-11 19:02:08,43.213,-8.691,69.22,90,82,12.97
481,Savannakhet,LA,2022-06-11 19:02:08,16.566,104.751,78.8,74,100,3.65
482,Salinopolis,BR,2022-06-11 19:02:09,-0.6136,-47.3561,82.35,75,15,10.38
483,Tucuman,AR,2022-06-11 19:00:17,-26.8241,-65.2226,65.55,49,65,4.05
484,Colares,PT,2022-06-11 19:02:09,38.7992,-9.4469,79.79,62,20,18.41
485,Foumbot,CM,2022-06-11 19:02:10,5.5079,10.6356,64.94,95,25,2.15
486,Diffa,NE,2022-06-11 19:02:10,13.3154,12.6113,89.53,38,8,12.44
487,Cherdyn,RU,2022-06-11 19:02:10,60.403,56.4787,45.88,85,100,10.27
488,Rawlins,US,2022-06-11 19:02:11,41.7911,-107.2387,87.69,11,0,21.85
489,Husavik,IS,2022-06-11 19:02:17,66.0449,-17.3389,43.77,98,100,7.81
490,Awbari,LY,2022-06-11 19:02:17,26.5921,12.7805,90.37,19,0,12.19
491,Praxedis Guerrero,MX,2022-06-11 19:02:18,31.3667,-106.0167,102.78,10,0,6.85
492,Kiunga,PG,2022-06-11 19:02:18,-6.1219,141.2906,71.94,100,76,1.72
493,North Bend,US,2022-06-11 19:02:19,43.4065,-124.2243,64.92,100,100,5.75
494,Gotsu,JP,2022-06-11 19:02:19,35.0,132.2167,62.71,93,35,4.72
495,Manhattan,US,2022-06-11 19:02:20,40.7834,-73.9662,76.95,48,100,5.75
496,Kozmodemyansk,RU,2022-06-11 19:02:20,56.3367,46.5711,51.58,75,0,6.58
497,Tuy Hoa,VN,2022-06-11 19:02:21,13.0833,109.3,77.29,88,83,4.65
498,Cairns,AU,2022-06-11 18:57:55,-16.9167,145.7667,64.35,76,92,10.36
499,Labuhan,ID,2022-06-11 19:00:51,-6.8844,112.2051,79.77,84,93,4.88
500,Manggar,ID,2022-06-11 19:02:21,-2.8833,108.2667,80.67,77,100,0.83
501,Port-Gentil,GA,2022-06-11 19:02:22,-0.7193,8.7815,76.96,88,20,6.91
502,San Juan,AR,2022-06-11 19:03:22,-31.5375,-68.5364,66.43,26,0,4.68
503,Catamarca,AR,2022-06-11 19:00:51,-28.4696,-65.7852,67.59,40,0,3.0
504,Kargasok,RU,2022-06-11 19:03:23,59.0556,80.8572,58.32,94,100,6.46
505,Ola,RU,2022-06-11 19:03:23,59.5833,151.2833,40.37,98,100,5.53
506,Margate,GB,2022-06-11 19:01:25,51.3813,1.3862,66.87,61,36,5.01
507,Pingliang,CN,2022-06-11 19:03:23,35.5392,106.6861,58.48,86,96,1.74
508,Toronto,CA,2022-06-11 18:58:50,43.7001,-79.4163,76.35,65,100,12.66
509,Kaeo,NZ,2022-06-11 19:03:24,-35.1,173.7833,59.32,90,79,16.17
510,Kudahuvadhoo,MV,2022-06-11 18:58:50,2.6708,72.8944,82.94,74,100,9.42
511,Zhuhai,CN,2022-06-11 19:00:11,22.2769,113.5678,80.38,94,40,4.61
512,Siocon,PH,2022-06-11 19:03:25,7.7061,122.1353,77.94,86,24,1.48
513,Qena,EG,2022-06-11 19:03:25,26.1615,32.7183,98.98,10,0,10.87
514,Prince Albert,CA,2022-06-11 19:00:06,53.2001,-105.7677,69.33,49,32,10.27
515,Ortigueira,BR,2022-06-11 19:03:26,-24.2083,-50.9494,55.96,58,100,3.4
516,Stolin,BY,2022-06-11 19:03:26,51.8912,26.846,61.54,88,41,6.82
517,Shanhetun,CN,2022-06-11 19:03:26,44.7,127.2,57.11,87,56,5.79
518,Calbuco,CL,2022-06-11 19:03:24,-41.768,-73.1273,52.81,71,100,2.75
519,Naryan-Mar,RU,2022-06-11 19:03:27,67.6713,53.087,40.96,66,64,10.76
520,Ellisras,ZA,2022-06-11 19:03:27,-23.6649,27.7443,55.04,54,0,4.16
521,Huilong,CN,2022-06-11 19:03:27,31.8111,121.655,70.93,86,100,7.96
522,Lima,PE,2022-06-11 19:03:28,-12.0432,-77.0282,61.05,82,100,11.5
523,Caibarien,CU,2022-06-11 19:03:28,22.5206,-79.4669,90.72,66,93,7.23
524,Uyuni,BO,2022-06-11 19:03:28,-20.4597,-66.825,47.59,15,0,14.79
525,Amahai,ID,2022-06-11 19:03:29,-3.3333,128.9167,77.76,85,76,3.36
526,Gat,IL,2022-06-11 19:03:29,31.61,34.7642,89.4,27,0,6.89
527,Bonnyville,CA,2022-06-11 19:03:29,54.2668,-110.735,69.19,47,23,3.42
528,Porto Nacional,BR,2022-06-11 19:03:30,-10.7081,-48.4172,93.2,28,87,3.06
529,Strezhevoy,RU,2022-06-11 19:03:30,60.7333,77.5889,54.34,96,100,5.28
530,Mehamn,NO,2022-06-11 19:03:10,71.0357,27.8492,44.51,81,100,11.74
531,Pisco,PE,2022-06-11 19:03:31,-13.7,-76.2167,66.02,77,20,6.91
532,Poltavka,RU,2022-06-11 19:03:31,54.3663,71.7632,59.58,69,49,8.7
533,Aden,YE,2022-06-11 19:03:31,12.7794,45.0367,89.83,61,12,5.53
534,Acapulco,MX,2022-06-11 19:03:32,16.8634,-99.8901,87.62,58,100,10.36
535,Miraflores,MX,2022-06-11 19:03:32,19.2167,-98.8083,77.76,35,60,3.27
536,Katherine,AU,2022-06-11 19:03:32,-14.4667,132.2667,52.12,40,8,8.05
537,Petropavl,KZ,2022-06-11 19:03:33,54.8753,69.1628,55.69,90,14,8.28
538,Berlevag,NO,2022-06-11 19:03:33,70.8578,29.0864,60.6,93,100,10.36
539,Novi Pazar,RS,2022-06-11 19:03:34,43.1367,20.5122,59.65,94,77,4.79
540,Ocos,GT,2022-06-11 19:03:34,14.5094,-92.1933,86.18,69,100,5.93
541,Yeppoon,AU,2022-06-11 19:03:34,-23.1333,150.7333,49.78,74,97,8.39
542,Bouca,CF,2022-06-11 19:03:35,6.5105,18.2733,76.19,67,6,3.02
543,Komsomolskiy,UZ,2022-06-11 19:03:35,40.4272,71.7189,77.72,44,24,0.0
544,Ullapool,GB,2022-06-11 19:03:35,57.8987,-5.1604,54.36,96,100,23.4
545,Dhilwan,IN,2022-06-11 19:03:36,31.5169,75.35,90.95,26,34,5.82
546,Ranong,TH,2022-06-11 19:03:36,9.9658,98.6348,79.25,87,100,6.2
547,Codajas,BR,2022-06-11 19:04:36,-3.8367,-62.0569,78.6,78,100,2.75
548,Morondava,MG,2022-06-11 19:04:37,-20.2833,44.2833,72.18,72,0,11.16
549,Lata,PT,2022-06-11 19:04:37,40.1629,-8.3327,77.07,55,0,4.88
550,Pascagoula,US,2022-06-11 19:04:38,30.3658,-88.5561,92.41,67,75,5.75
551,Pilar,BR,2022-06-11 19:04:38,-9.5972,-35.9567,75.13,91,68,4.47
552,Piacabucu,BR,2022-06-11 19:04:38,-10.4056,-36.4344,78.71,84,70,7.9
553,Dubbo,AU,2022-06-11 19:04:39,-32.25,148.6167,42.93,81,100,3.44
554,Northam,GB,2022-06-11 19:04:39,51.0333,-4.2167,60.62,81,100,14.27
555,Fuldatal,DE,2022-06-11 19:04:39,51.3833,9.5667,73.4,60,20,3.44
556,Mangrol,IN,2022-06-11 19:03:46,21.1167,70.1167,83.43,80,55,11.7
557,Sidney,AU,2022-06-11 19:04:40,-33.8679,151.2073,53.64,62,0,21.85
558,Shitkino,RU,2022-06-11 19:04:40,56.3703,98.3543,56.08,63,57,3.96
559,Punta Cardon,VE,2022-06-11 19:04:41,11.6581,-70.215,85.75,63,43,26.66
560,Nizhniy Kuranakh,RU,2022-06-11 19:04:41,58.8353,125.4869,55.04,99,100,0.65
561,San Policarpo,PH,2022-06-11 19:04:41,12.1791,125.5072,79.16,80,29,5.75
562,Kurchatov,RU,2022-06-11 19:04:42,51.6601,35.6521,68.41,80,75,2.95
563,Rincon,US,2022-06-11 19:04:42,32.296,-81.2354,88.92,68,75,9.22
564,Hingoli,IN,2022-06-11 19:04:42,19.7167,77.15,79.56,72,92,11.81
565,San Carlos,VE,2022-06-11 19:04:43,9.6612,-68.5827,86.85,61,100,1.03
566,El Limon,VE,2022-06-11 19:04:43,10.3059,-67.6321,87.12,65,100,2.98
567,Sur,OM,2022-06-11 19:04:43,22.5667,59.5289,88.05,71,0,14.34
568,La Sarre,CA,2022-06-11 19:04:44,48.8002,-79.1996,65.88,56,94,4.34
569,Srebrenica,BA,2022-06-11 19:04:44,44.1064,19.2969,60.55,96,76,4.85
570,Hushitai,CN,2022-06-11 19:04:44,41.9322,123.5114,64.31,88,100,5.68
571,Lucapa,AO,2022-06-11 19:04:45,-8.4192,20.7447,69.15,39,5,3.29
572,Chenzhou,CN,2022-06-11 19:04:45,25.8,113.0333,72.93,98,100,0.94
